Asset,Weight,HitRatio,MSE,RMSE,MAPE,NRMSE
dax,0.7,0.6806242862580891,20735007.663009048,4553.570869439614,30.364557063315267,0.3250047950668563
dax,0.75,0.970306075833714,5318111.954148836,2306.103196769138,13.617791085940102,0.15671313522296734
dax,0.8,0.9029680365296804,3049603.0041196076,1746.3112563685797,8.75100781139196,0.11438604864907101
dax,0.85,0.837138508371385,6817069.027708653,2610.9517474876193,10.77589786097564,0.15929110946795538
dax,0.9,0.8002283105022832,5098128.065155318,2257.903466748594,8.481257473478406,0.13030082242124316
dax,0.95,0.4292237442922374,12342161.508057967,3513.141259337285,13.538455237600708,0.1756565087264646
lufthansa,0.7,0.6788263283108644,9.772356791802439,3.126076901133822,37.71558566153116,0.4365506999381772
lufthansa,0.75,0.8430066603235015,4.562024661059201,2.1358896650012613,23.39731279320027,0.29864968097350914
lufthansa,0.8,0.8085612366230678,3.338918336845652,1.8272707344139378,18.90641337771396,0.2502918981724269
lufthansa,0.85,0.18858954041204437,11.719631512080577,3.4233947350664335,47.75834252985126,0.46754639840468676
lufthansa,0.9,0.8859857482185273,0.9653873478559728,0.9825412703067351,13.383095502164089,0.14715519721404174
lufthansa,0.95,0.8909952606635071,0.6966498828906389,0.8346555474509463,8.9229108902283,0.1225753361100398
adesso,0.7,0,125084.03656124172,353.67221626987003,331.22264566314516,3.2066668827280145
adesso,0.75,0.23383768913342504,5533.629974685721,74.38837257720941,70.00140208358614,0.723111429895963
adesso,0.8,0.030927835051546393,7928.932405178217,89.04455292255791,91.44315065913459,0.944406515964193
adesso,0.85,0.41418764302059496,1262.0092062776391,35.52476891237492,36.995729300316185,0.39423850918553094
adesso,0.9,0.7044673539518901,264.63606954240385,16.267638720552036,17.544018584827956,0.1928583945864948
adesso,0.95,0.6506849315068494,198.9507663279859,14.104990830482162,13.743721084628186,0.15703283980863167
dax,Seq,0.317,198588.40885595873,445.63259402332625,4.275570582103042,0.059288817406181304
lufthansa,Seq,0.2631578947368421,1.5721381601577196,1.2538493371046298,8.038400686008172,0.10325655905455092
adesso,Seq,0.278,110.38731710852565,10.506536875132817,9.081265875478982,0.13986040318142767
