Asset,Weight,HitRatio,MSE,RMSE,MAPE,NRMSE
dax,70,1,6166122.207064333,2483.1677766643825,16.822262730351277,0.17723265048705555
dax,75,1,4247357.451658001,2060.911801038075,8.679820591320029,0.14005095271155876
dax,80,1,6092707.577838898,2468.3410578440935,10.0495958027826,0.16168010101027594
dax,85,0.9992389649923896,13541462.971592018,3679.8726841552575,15.537272333917398,0.22450472442623853
dax,90,1,10544393.07652525,3247.2131245924174,12.118141649171095,0.18739266179556224
dax,95,1,14683957.81794992,3831.965268364253,14.798291341499063,0.19159765887948077
dax,SEQUENTIAL,0.9544159544159544,9658.710699310319,98.27873981340176,0.9263491841916948,0.01307049429920771
lufthansa,70,0.9873116574147502,10.877754046951683,3.2981440306559815,40.53342884483208,0.4605795476616632
lufthansa,75,1,4.011939980479682,2.002982770889376,21.53609987280189,0.2800660424194685
lufthansa,80,1,3.9197358612732955,1.9798322810968851,21.524058722900424,0.2711891403753692
lufthansa,85,0.9968304278922345,8.245722418286583,2.8715365953242844,39.88723692746203,0.39217697546791136
lufthansa,90,1,0.8363753999395225,0.9145356198309186,12.218090290328345,0.13696999155411685
lufthansa,95,1,0.9410942517072155,0.970100124578497,10.237127678521079,0.14246637333658801
lufthansa,SEQUENTIAL,0.9464285714285714,0.1067861363376843,0.3267814810200913,1.7423265602501743,0.026906036759934977
adesso,70,0.24971363115693013,72112.56567301028,268.53782912843076,255.61085514689924,2.434772435640636
adesso,75,0.9766162310866575,2234.922507613492,47.27496702921634,45.04126856339704,0.45954855338849715
adesso,80,0.9742268041237113,4588.255862673879,67.7366655709733,70.66825488128265,0.7184150656643777
adesso,85,1,714.2772090449528,26.725965072284158,28.102744507746024,0.2965931925589968
adesso,90,0.9415807560137457,178.17335393288855,13.34815919641688,13.961383872458438,0.1582469710280459
adesso,95,1,162.0861666837933,12.731306558393499,12.4789331045921,0.1417394202779816
adesso,SEQUENTIAL,0.9401709401709402,8.360856127436417,2.891514504102723,2.0373909231297285,0.038683903140894746
